protein-name,intent-group,available,Plasmid Name,Gene or insert Name,Alternative Gene/Insert Name 1,Entrez Gene ID,Additional Species of gene or insert,Relevant Mutations,N-terminal Tag,C-terminal Tag,Backbone Name,Bacterial Resistance,Selectable Marker,high or low copy,description,design-description
nsp1,Yeast expression,true,pGBW-m4046163,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046187,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046215,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046263,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046308,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046340,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046362,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046392,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046449,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046461,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046498,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046502,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046541,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046559,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046568,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046586,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046614,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins no tags,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046654,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins no tags,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046686,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins no tags,P141 covid19 protein expression and purification designs
nsp1,Yeast expression,true,pGBW-m4046691,leader protein,,YP_009725297.1,Saccharomyces cerevisiae,wt,,,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins no tags,P141 covid19 protein expression and purification designs
nsp1,E coli expression,true,pGBW-m4046770,leader protein,,YP_009725297.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;StrepII,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp1,E coli expression,true,pGBW-m4046782,leader protein,,YP_009725297.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;HA,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp1,E coli expression,true,pGBW-m4046797,leader protein,,YP_009725297.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;6xHIS,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp1,E coli expression,true,pGBW-m4046821,leader protein,,YP_009725297.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;Myc,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp1,E coli expression,true,pGBW-m4046843,leader protein,,YP_009725297.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;FLAG_2,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp1,E coli expression,true,pGBW-m4046853,leader protein,,YP_009725297.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;Myc,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp1,E coli expression,true,pGBW-m4046854,leader protein,,YP_009725297.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;6xHIS,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp1,E coli expression,true,pGBW-m4046886,leader protein,,YP_009725297.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;HA,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
