protein-name,intent-group,available,Plasmid Name,Gene or insert Name,Alternative Gene/Insert Name 1,Entrez Gene ID,Additional Species of gene or insert,Relevant Mutations,N-terminal Tag,C-terminal Tag,Backbone Name,Bacterial Resistance,Selectable Marker,high or low copy,description,design-description
nsp14,Yeast expression,true,pGBW-m4046162,3'-to-5' exonuclease,,YP_009725309.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp14,Yeast expression,true,pGBW-m4046198,3'-to-5' exonuclease,,YP_009725309.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp14,Yeast expression,true,pGBW-m4046224,3'-to-5' exonuclease,,YP_009725309.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp14,Yeast expression,true,pGBW-m4046226,3'-to-5' exonuclease,,YP_009725309.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp14,Yeast expression,true,pGBW-m4046242,3'-to-5' exonuclease,,YP_009725309.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp14,Yeast expression,true,pGBW-m4046252,3'-to-5' exonuclease,,YP_009725309.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp14,Yeast expression,true,pGBW-m4046271,3'-to-5' exonuclease,,YP_009725309.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp14,Yeast expression,false,pGBW-m4046282,3'-to-5' exonuclease,,YP_009725309.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp14,Yeast expression,true,pGBW-m4046289,3'-to-5' exonuclease,,YP_009725309.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp14,Yeast expression,true,pGBW-m4046334,3'-to-5' exonuclease,,YP_009725309.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
