protein-name,intent-group,available,Plasmid Name,Gene or insert Name,Alternative Gene/Insert Name 1,Entrez Gene ID,Additional Species of gene or insert,Relevant Mutations,N-terminal Tag,C-terminal Tag,Backbone Name,Bacterial Resistance,Selectable Marker,high or low copy,description,design-description
nsp8,Yeast expression,true,pGBW-m4046183,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046185,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046231,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,false,pGBW-m4046256,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046257,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046269,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046317,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046339,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046363,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046391,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046417,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046477,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;6xHIS,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046495,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046512,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;StrepII,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046527,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;3xFLAG,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046572,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,Cleavable thrombin;MBP,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046616,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins no tags,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046642,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins no tags,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046643,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins no tags,P141 covid19 protein expression and purification designs
nsp8,Yeast expression,true,pGBW-m4046711,nsp8,,YP_009725304.1,Saccharomyces cerevisiae,wt,,,AmpR; 2u URA3,ampicillin,uracil,high,Yeast expression of SARS-CoV-2 proteins no tags,P141 covid19 protein expression and purification designs
nsp8,E coli expression,true,pGBW-m4046737,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;HA,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp8,E coli expression,true,pGBW-m4046778,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;Myc,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp8,E coli expression,true,pGBW-m4046788,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;StrepII,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp8,E coli expression,true,pGBW-m4046790,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;FLAG_2,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp8,E coli expression,true,pGBW-m4046793,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;Myc,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp8,E coli expression,true,pGBW-m4046804,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;StrepII,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp8,E coli expression,true,pGBW-m4046826,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;6xHIS,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp8,E coli expression,true,pGBW-m4046834,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;HA,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp8,E coli expression,true,pGBW-m4046852,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;6xHIS,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp8,E coli expression,true,pGBW-m4046963,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;FLAG_2,ori-013 - marker | cmR,chloramphenicol,,high,E. coli expression of SARS-CoV-2 proteins,COVID 19 template for expression
nsp8,E coli expression,false,pGBW-m4136572,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;6xHIS,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
nsp8,E coli expression,false,pGBW-m4136629,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;Myc,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
nsp8,E coli expression,false,pGBW-m4136631,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;StrepII,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
nsp8,E coli expression,false,pGBW-m4136641,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;HA,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
nsp8,E coli expression,false,pGBW-m4136659,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;HA,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
nsp8,E coli expression,false,pGBW-m4136669,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;FLAG_2,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
nsp8,E coli expression,false,pGBW-m4136671,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;FLAG_2,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
nsp8,E coli expression,false,pGBW-m4136694,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;6xHIS,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
nsp8,E coli expression,false,pGBW-m4136710,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;StrepII,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
nsp8,E coli expression,false,pGBW-m4136731,nsp8,,YP_009725304.1,Escherichia coli str. K-12 substr. MG1655,wt,,Cleavable TEV;Myc,pG9m-2 lacIQ ampR,ampicillin,,medium,E. coli expression constructs for SARS-CoV-2 proteins in lacI med copy,COVID 19 template for expression
